name,priority,sector,category,website
National Plastic,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.national-plastic.com
North Star LLC.,P2 · High,Construction & Engineering,Construction & Contracting,http://www.northstaratlanta.com
Paper Sacks Factory,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.papersacksfactory.ae
Polypack Plastics | Packing Materials & Supplies,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.polypackplastics.com
Prime Tech Trading LLC,P2 · High,Logistics & Trade,Trading & Distribution,http://www.primetechtrading.com
ROCKDOVE,P2 · High,Logistics & Trade,Trading & Distribution,http://www.rockdoveaviation.com
Saffron Chemicals & Lab Supplies,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.saffronchemicals.com
Sarco Building Contracting LLC,P2 · High,Construction & Engineering,Construction & Contracting,http://www.sarcocontracting.com
Sea Store Marine Supplies,P2 · High,Logistics & Trade,Trading & Distribution,http://www.seastoresupplies.com
Talan Group | Middle East,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.talansafetyshoes.com
Technopower Group,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.technopowergroup.com
The Spirit of Dubai,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.thespiritofdubai.com
Windsor Foodstuff Factory,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.windsorfoodstuff.com
AL BUSTAN FARMS CO LLC,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.albustanpoultry.com
AL MAJLIS TENT,P2 · High,Construction & Engineering,Construction & Contracting,"http://www.www,almajlistent.ae"
AL MAYAR ELECTRIC,P2 · High,Construction & Engineering,Construction & Contracting,http://www.almayarelectric.com
AL Rashideen Eng Turning,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.alrashideenengg.com
ALTAAWON POLYESTER & PRODUCTS FACTORY,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.altaawonfactory.com
ALWAN AL BALOOR AUTO GLASS,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.baloorautoglass.com
ANC Logistics,P2 · High,Logistics & Trade,Logistics & Transport,http://www.anclogistics.com.cn
ARABIAN TENTS,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.arabiantentsuae.com
ASAT Electricals,P2 · High,Logistics & Trade,Trading & Distribution,http://www.asatelectricals.com
"ATLAS Marble & Granite Tr., Sharjah - UAE",P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.theatlasmarbles.com
Al Ameer Uniforms,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.alameeruniforms.com
Al Anbar Furniture Industries LLC,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.anbarfurnitures.com
Al Arz Electrical Ware Tr,P2 · High,Logistics & Trade,Trading & Distribution,http://www.alarzelectrical.com
Al Bahar Marine Services,P2 · High,Logistics & Trade,Logistics & Transport,http://www.albaharshipping.com
Al Bakri Aluminium and Glass Cont.,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.albakrigroupuae.com
Al Diwan Electrical Switchgear L.L.C,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.diwanswitchgear.com
Al Halabi Factory,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.alhalabifactory.com
Al Intishar Insulation Mat. Works Est.,P2 · High,Construction & Engineering,Construction & Contracting,http://www.insulationdubai.com
Al Jory Kitchens & Closet,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.venice-kitchens.com
Al Madani Marble and Granite TR,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.almadanimarbles.com
Al Muqadimah Trading LLC,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.mattress-fabric.com
Al Qesmah Packaging Mat. Ind. LLC,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.qesmahpackaging.com
Al Sadek Industrial & Trading Company LLC,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.alsadekplastics.com
Al Salam Metallic Construction Ind. LLC,P2 · High,Construction & Engineering,Construction & Contracting,http://www.alsalammetallic.com
Al Shabib Trading,P2 · High,Logistics & Trade,Trading & Distribution,http://www.alshabibtrading.com
Al Taqwa Electric Ware Trading,P2 · High,Logistics & Trade,Trading & Distribution,http://www.altaqwaelectric.com
Al Wadi Aluminium W.Shop L.L.C.,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.alwadialuminium.com
AlBuhaira Marine Services LLC,P2 · High,Logistics & Trade,Logistics & Transport,http://www.albuhairamarine.com
Alam Dar Hardware Trading LLC,P2 · High,Logistics & Trade,Trading & Distribution,http://www.alamdarhardware.com
Alaska Radiators,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.alaskaradiators.com
Alnahrain Security & Safety,P2 · High,Construction & Engineering,Construction & Contracting,http://www.alnahrainsafety.com
Alzaki Luxury Boxes,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.alzakiluxurybox.com
Amwaj Wasit Decor CONT.,P2 · High,Construction & Engineering,Construction & Contracting,http://www.amwajwasitdecor.com
Aviation Guide,P2 · High,Logistics & Trade,Logistics & Transport,http://www.aviationguideem.com
BG Interior Arabia,P2 · High,Construction & Engineering,Construction & Contracting,http://www.bginteriorarabia.ae
BLACK STAR MARBLE & GRANITE TRADING L.L.C.,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.blackstarmarble.com
Barakat Industry,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.barakatindustry.com
Classic Metallic Sheets Factory LLC,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.classicmetallic.com
Clear Your Stocks | Dead Stock Buyers UAE | Surplus Inventory Experts,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.clearyourstocks.com
Continental Jet Services,P2 · High,Logistics & Trade,Logistics & Transport,http://www.continentaljet.aero
Eastman Group,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.eastmangroupuae.com
Elite Scientific,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.elitescientific.com
Emirates GM Decors,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.emiratesmarbles.com
Exalto Emirates,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.exalto-emirates.com
Fables Interiors,P2 · High,Construction & Engineering,Construction & Contracting,http://www.fablesinteriors.com
Fortune Emirates General Trading LLC,P2 · High,Logistics & Trade,Trading & Distribution,http://www.fortuneemirates.com
GRADE Refrigeration,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.grasso-adearest.com
General Mechanic Company,P2 · High,Construction & Engineering,Construction & Contracting,http://www.generalmechanic.com
GoldStone Marble & Granite,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.goldstonemarble.com
Golden Ribbon Chocolates,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.goldenribbonuae.com
Hadaieq Granada Company,P2 · High,Logistics & Trade,Trading & Distribution,http://www.hadaieq-granada.com
Industrial Supply,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.industrialsuply.com
Intermed Global,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.intermedglobals.com
Kitchen Warehouse Trading LLC,P2 · High,Logistics & Trade,Logistics & Transport,http://www.kitchenwarehouse.ae
Leaders Aluminium and Glass Industries LLC,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.leadersaluminium.ae
MARSES Robotics,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.marses-robotics.com
Majid Fiberglass,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.majidfiberglass.com
Meguiar's Middle East,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.meguiarsmideast.com
Miras Fragrances,P2 · High,Logistics & Trade,Trading & Distribution,http://www.mirasfragrances.com
Multi Trade Group,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.multitradegroup.com
Muraibit Trading LLC,P2 · High,Logistics & Trade,Trading & Distribution,http://www.muraibittrading.com
North America Used Cars and Spare Parts Tr LLC (UAE),P2 · High,Logistics & Trade,Trading & Distribution,http://www.northamericaauto.ae
OC Home Furniture,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.ochomefurniture.com
PETRAX Additives & Specialty Chemicals,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.petraxadditives.com
PRO AV,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.professionalneon.ae
Petrogulf Marine Lubricants,P2 · High,Industrial & Manufacturing,Energy & Utilities,http://www.petrogulfmarine.com
Recycle Emirates,P2 · High,Industrial & Manufacturing,Energy & Utilities,http://www.recycleemirates.com
Revive Middle East Paints & Metal Sheets Ind .L L C,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.middleeastinfra.com
Royalton Trading Est.,P2 · High,Logistics & Trade,Trading & Distribution,http://www.royaltontrading.com
SILVER STAR SCAFFOLDING CONT LLC,P2 · High,Construction & Engineering,Construction & Contracting,http://www.starscaffolding.com
START ELECTRICAL SWITCHGEAR LLC,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.startswitchgear.com
Sagar General Trading L.L.C,P2 · High,Logistics & Trade,Trading & Distribution,http://www.sagartradingllc.com
Sharjah Aviation Services,P2 · High,Logistics & Trade,Logistics & Transport,http://www.sharjahaviation.com
Skytech General Contracting,P2 · High,Construction & Engineering,Construction & Contracting,http://www.middleeastpipes.com
Sun Italia Marble & Granite,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.sunitaliamarble.com
Tameem Logistics & Warehousing,P2 · High,Logistics & Trade,Logistics & Transport,http://www.tameemlogistics.com
TransDelta International Industries L.L.C,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.deltacabletrays.com
UAE MEP ENGINEERS WHATSAPP COMMUNITY,P2 · High,Construction & Engineering,Construction & Contracting,http://www.uaemepengineers.com
Universal Scales,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.universalscales.com
Vision Technologies,P2 · High,Construction & Engineering,Construction & Contracting,http://www.visionsoftwares.com
Vittorio Parfum,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.vittorio-parfum.com
We Buy Dead Stocks,P2 · High,Logistics & Trade,Trading & Distribution,http://www.webuydeadstocks.com
ACT Automation,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.act-automation.com
AL BATOOL MEDICAL EQUIP.TR,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.batool-medical.com
AL BURAIMI GROUP OF CRANES,P2 · High,Construction & Engineering,Construction & Contracting,http://www.alburaimigroup.com
AMBER PACKAGING INDUSTRIES LLC,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.amberpackaging.com
Access Floors UAE,P2 · High,Construction & Engineering,Construction & Contracting,http://www.accessflooruae.com
Ahmed Al Mahmood Group,P2 · High,Logistics & Trade,Logistics & Transport,http://www.ahmedalmahmood.com
Air Cargo Update,P2 · High,Logistics & Trade,Logistics & Transport,http://www.aircargoupdate.com
Al Barakah Aluminium & Glass Tr,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.albarakahglass.com
Al Barazil Plaster Tiles and Paints Cont,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.albarazilepoxy.com
Al Borj International Oil Field Services Co LLC,P2 · High,Industrial & Manufacturing,Energy & Utilities,http://www.alborjgroupuae.com
Al Heloul Al Thakiah Doors & Windows LLC,P2 · High,Construction & Engineering,Construction & Contracting,http://www.gateandshutter.com
Al Maha Metal LLC,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.almahametaluae.com
Al Mufeed Printing Press LLC,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.mufeedprinting.com
Al Naas,P2 · High,Construction & Engineering,Construction & Contracting,http://www.alnaassportsae.com
Al Najah Packing Material Tr,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.alnajahpacking.com
Al Ramad Al Thahabi Interior Designing LLC,P2 · High,Construction & Engineering,Construction & Contracting,http://www.ramadinteriors.com
Al Safeena Steel,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.alsafeenasteel.com
Al Safwan Marine,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.alsafwanmarine.com
Al Sindbad Group,P2 · High,Construction & Engineering,Construction & Contracting,http://www.alsindbadgroup.com
Al Zafaran Oil and Marine Services ( Marine Supply),P2 · High,Logistics & Trade,Logistics & Transport,http://www.zafranoilfield.com
Albion Aviation Group,P2 · High,Logistics & Trade,Logistics & Transport,http://www.albionaviation.com
Alex Scientific Lab Devices Co LLC Sole Proprietorship,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.alexscientific.com
Alkhayam Catering & Kitchen Equipment Trading LLC,P2 · High,Logistics & Trade,Trading & Distribution,http://www.alkhayamkitchen.ae
Alshamsi Group,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.alshamsi-group.com
Arabian Profile Company Limited,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.arabianprofile.com
Avana Lubricants Manufacturer,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.avanalubricant.com
BLINX Underwear,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.blinxunderwear.com
Bait Al Jazeera Prefab House IND. LLC SP,P2 · High,Construction & Engineering,Construction & Contracting,http://www.bajprefabhouse.com
California Group of Companies,P2 · High,Construction & Engineering,Construction & Contracting,http://www.californiagroup.ae
Cochin Steel LLC,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.cochinsteeluae.com
Comfort Zone Air conditioning Trading,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.comfortzoneuae.com
Continental,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.continentalrst.com
CoolLine Cooling Experts,P2 · High,Industrial & Manufacturing,Manufacturing & Industrial,http://www.coolline-group.com
Cozmo Logistics,P2 · High,Logistics & Trade,Logistics & Transport,http://www.cozmologistics.com
